text,type
จะเอาเงินที่ไหนมาใช้จ่าย สวัสดิการคนละครึ่ง มันก็ยังต้องจ่ายเองครึ่งหนึ่ง คนรวยไม่สะเทือน แต่คนชนชั้นปานกลางถึงระดับล่างแทบกระอักเลือด เศรษฐกิจก็ซบเซา หมูเนื้อไก่แพงหมด คนที่ฆ่าตัวตายใช่ว่าเค้าอยากทำตัวเอง ก็เพราะบ้านเมืองมันเป็นแบบนี้ ,เกี่ยวข้อง
ค่ายุทุปก้อขึ้น น้ำมันก้อขึ้น ค่าหมูก้อแพงข้าวที่แคนทีนขึ้นจานละสิบบาทบท เหยดแม่ กุตายแน่,เกี่ยวข้อง
เมื่อวานค่ตเหี้ย ไปทานบาบิก้อนแล้วเสือกติดคอเพราะหมูไปพันกะเหล็กดัดฟันแต่อีกส่วนไหลลงคอไปแล้ว วินาทีนั้นนิ่ง น้ำตาไหลเหมือนจะตาย จะคายก็ไม่ได้ กลืนก็ไม่ลง ก็ล้วงคอสำรอกต่อหน้าผู้ไปเลยสิคะ อายชิบหายแต่จะตายเอา อาหารติดคอไม่ใช่เรื่องตลกจริง,ไม่เกี่ยวข้อง
ในส่วนการเยียวยาการเยียวยาสำนักงานปศุสัตว์ จะประเมินราคาตามระเบียบการช่วยเหลือว่า กรณีที่หมูล้มตายนี้มาจากโรคอะไร หากเข้าข่ายโรคดังกล่าว ก็จ่ายช่วยเหลือชดเชยเกษตรกร 75% จากราคาประเมิน ,ไม่เกี่ยวข้อง
  คุมทั้งพาณิชย์และเกษตร แต่หมูเริ่มตายตั้งแต่ต้นปี แต่ไม่ทำอะไร,เกี่ยวข้อง
ขยายประเด็นเช้า 6มค.65 ชำแหละต้นตอ ‘หมูแพง’ ตาย 10 ล้านตัว-ฟาร์มเล็กเจ็...  via ,ไม่เกี่ยวข้อง
ผู้เลี้ยงหมูรายย่อยยังไงก็ผูกขาดกับรายใหญ่อยู่ดีอะ เพราะต้องรับลูกหมูจากรายใหญ่มาลงเล้า แต่ที่จะหายไปเพราะต้นทุนการเลี้ยงหมูจะเพิ่มสูงขึ้น รายใหญ่เค้ามีทุนในการตรวจโรค ควบคุมโรค ส่วนรายย่อยพอหมูตาย เค้าก็ขาดทุนหนักมาก บางเจ้ามีหนี้เปนล้านๆ ไม่คุ้มกันอะ,ไม่เกี่ยวข้อง
มะวานดูข่าว หมูตายไป 40% ของทั้งหมด,เกี่ยวข้อง
ราคาหมูแพงเหี้ย ๆ 1 กิโล เกือบเท่าเงินค่าแรงต่อวันเลย ประชาชนจะตายห่าหมดแล้ว หมูแพง อาทิตย์หน้าหมูขึ้นอีก ตาย ๆ ,เกี่ยวข้อง
ตายเยอะตั้งแต่ปีที่แล้วแล้ว ตายยกคอกเลยก็มี หาหมูยากมาก คนรับซื้อหน้าคอกก็กลัว คนเลี้ยงก็แบกต้นทุนหนักเพราะขายหมูยาก ต้องเพิ่มค่าอาหารเพราะไม่มีใครมารับซื้อสักที ,ไม่เกี่ยวข้อง
’ปศุสัตว์’ เผย ปชช.ต้องบริโภคหมูแพงอีกครึ่งปี เหตุ ‘แม่พันธุ์-หมูขุน’ ตายเยอะ ชี้ราคาจะเข้าสู่ปกติหลัง ก.ค.  via ,เกี่ยวข้อง
หมูราคาแพงมาก เราจะตายกันหมด,เกี่ยวข้อง
 พวกร้านที่ขายส่วนประกอบหลักเป็นหมูคือตายเรียบ,ไม่เกี่ยวข้อง
  ใครคนนั้นเหรอคะ อย่าให้ค่ามันเลย หมูแพง น้ำมันแพง ผักแพง บริหารโรค วัคซีน ผิดพลาด หรือ เห็นแก่ตัว จนคนตายเป็นหมื่นๆ ฆ่าคนทางอ้อม ฆาตกรชัดๆ,เกี่ยวข้อง
ค่าแรง 300 ค่าหมู 250 ตายกันพอดี หมูแพง,เกี่ยวข้อง
หมูติดโรค หมูตายหมูมีจำนวนลดลง เกษตรกรไม่ได้รับเงินเยียวยา รัฐโบ้ยความผิดให้คนอื่น ไม่ยอมรับผิดชอบ ไม่ต้องมาเสร่อให้ทหารเลี้ยงหมูนะ มันดูโง่ซ้ำซ้อน,เกี่ยวข้อง
หมูแพงเพราะคนเลิกเลี้ยงป้ะ มันเป็นโรคด้วยหนิ เป็นมาสักพักละ บางคอกคือต้องฉีดยาให้ตายแล้วฝังทิ้งเลย,เกี่ยวข้อง
มีพี่มาเล่าให้ฟัง เพราะเขาไปคุยกับเจ้าของฟาร์มหมู+เขียงหมูมาว่าหมูราคาแพงเพราะก่อนหน้านี้คือเกิดโรคระบาดหมู หมูป่วยเยอะมาก แล้วรักษาไม่ทัน ขายหมูที่ตาย ถัดมาก็เริ่มทยอยฆ่าหมูที่ยังไม่โตเต็มที่ แล้วตอนนี้คือหมูโตไม่ทัน เลยส่งผลให้ขาดตลาด เพราะไม่มีหมูจะขายแล้ว,เกี่ยวข้อง
เรื่องแดกกุสู้ตายมาก ไม่สนใจราคาด้วยนะ แบบคนชวนไปหมูกะทะ ก้โอเคค่า ไปค่ะ 55555555555555555555,ไม่เกี่ยวข้อง
 เรื่องนี้จริงค่ะญาติที่เลี้ยงหมู ที่นครปฐมหมูตายหมดเล้าสามรอบเพราะโรคนี้ จนขาดทุนเป็นล้านๆจนตอนนี้เลิกเลี้ยงไปแล้วค่ะ,ไม่เกี่ยวข้อง
โอเค ให้ตายเถอะหมูกรอบอะ  ,ไม่เกี่ยวข้อง
สาเหตุที่ราคาหมูพุ่งเพราะเกิดโรคอหิวาต์แอฟริกาในหมู (African swine fever : ASF) ซึ่งมีการระบาดอย่างกว้างขวาง 15 ประเทศในเอเชีย ส่งผลให้หมูตายไป 50-70% ส่งผลกระทบต่อการผลิตเนื้อหมู และเป็นสาเหตุสำคัญที่ทำให้ราคาหมูพุ่งสูงที่สุดในรอบหลายทศวรรษ ความจริงที่รัฐไม่ได้บอก,เกี่ยวข้อง
อาหารสัตว์ควรแก้ก่อนไหม กู้มาเท่าไหร่อาหารสัตว์กับวัคซีนสัตว์แพงบรรลัยก็ขาดทุนอยู่ดี ไม่ซื้อมาหมูก็ตาย มีแต่ส่งเสริมให้ประชาชนเป็นหนี้แต่ไม่แก้ปัญหาให้ถูกจุด ,เกี่ยวข้อง
ตายละ ชั้นหิวหมูกระทะ,ไม่เกี่ยวข้อง
อยากบอกว่า อย่าเห็นแก่ของถูก หมูในตลาดบางร้านที่ราคาถูกมากๆอ่ะ เค้าเอา หมูไม่ดี หมูน็อค หมูเป็นโรคตาย มาขาย พวกคนขายที่เห็นแก่ของถูกซื้อไปทำอาหารขาย จริงๆมันไม่สมควรเอามาขายหรือกิน มันคือเรื่องจริงที่หลายๆคนยังไม่รู้ เพราะไม่เคยมีหน่วยงานไหนลงมาแก้ปัญหาเรื่องนี้ หมูแพง,เกี่ยวข้อง
 จริง ฟาร์มหมูแถวบ้าน หมูตายเพราะเป็นโรค เยอะจนต้องปิดฟาร์มม คนงานตกงาน,ไม่เกี่ยวข้อง
 หมูตายเพราะโรคค่ะแต่ต้องปิดข่าวเพราะไม่งั้นรายใหญ่ส่งออกไม่ได้หึหึประชาชนทั่วไปได้แต่งง อีหยังวะ,เกี่ยวข้อง
  ไม่ใช่ แค่กำหนดราคาหมูนะ กำหนดราคา หัวอาหารหมู ยาวัคซีน และ เมล็ดพันธุ์พืช แต่กดราคาวัตถุดิบ ในการผลิตอาหารสัตว์(ข้าว รำ มันสำปะหลัง ข้าวโพด) จากเกษตรกรด้วย แบบนี้แล้วเกษตรกร ไทย ตายกับตายค่ะ เป้าหมายน่าจะ ต้องการเอาทุกอย่างและจ้างเกษตรกรทำค่ะ หมูแพง,เกี่ยวข้อง
ยำวุ้นเส้นหมูสับ 120 ฆ่าผมให้ตายเถอะหมอบ้าปะวะเอาอะไรไปร้อยยี่ วุ้นเส้นจะป่าร้อยเอเค่อหรอ,ไม่เกี่ยวข้อง
เสียงเฮลั่นคนที่พนันได้ก็หวานหมูเลย โชโตะลุกขึ้นเตรียมจะกลับที่ได้เห็นความพ่ายแพ้ แต่เด็กคนนึงผมเขียวที่ค่อยแบบนวดให้ไอ้คัตส่งน้ำส่งอะไรให้วิ่งมาหาโชโตะบอกว่า ช่วยที พี่ผมจะตายแล้ว โชโตะยิ้มไม่ได้พูดอะไรออกมาเดินหนี,ไม่เกี่ยวข้อง
หมูชาวบ้านตาย เป็นโรคระบาดมาทั้งปี หน่วยงานรัฐไม่เข้าไปดูแลเรื่องวัคซีนหรือตรวจหาเชื้อ หรือ อะไรใดๆ แต่หมูที่เลี้ยงในระบบ ฝากเลี้ยงจากเอกชนรายใหญ่ไม่ตาย หมูในตลาดมีเพียงจากเอกชนที่ว่า กำหนดเท่าไรก็เท่านั้น อีกอย่างหัวอาหารหมูท่านก็ผลิตและขาย ผูกขาดไปเลยจร้า หมูแพง,เกี่ยวข้อง
ลูกค้าเราก็เกือบไม่รอดเสียหายไปเยอะเหมือนกันไม่ต้องแปลกใจที่หมูแพง เพราะตายทีตายยกเล้า ,เกี่ยวข้อง
โรคระบาดหมู 3 ปี เพิ่งตายเยอะ ราคาหมูเพิ่งขึ้น เพราะปิดข่าวเออ โกหกเรื่องอื่นดีกว่าปะ ,เกี่ยวข้อง
หมูแพงแค่ไหนแม่ค้าอย่างเรารู้ดี ช่วง2เดือนก่อนหมูเนื้อแดงกก.ละ 109 บาทตอนนี้ 169 สะโพกหมู-หมูสามชั้น 200 กว่าบาท ไส้หมูก่อนปีใหม่กก.ละ 50 ตอนนี้ 80 บาทจ้า ประเด็นมันไม่ได้แพงแค่หมูมันแพงทั้งหมด ไก่ ผัก ขึ้นราคาหมดเลยแม้กระทั่งเครื่องปรุงก็ขึ้น ร้านอาหารจะตายกันหมดแล้วค่า หมูแพง,เกี่ยวข้อง
คนกินไม่ได้กินหมูไม่ตายหรอก แต่คนขายที่ขายหมูไม่ได้อ่ะตายแน่ อย่าคิดแค่ในกรณีคนซื้อได้ป่ะวะคิดถึงคนขายบ้างอส,เกี่ยวข้อง
ลาก่อนหัวใจหมูบีท50 ดวง ไม่ว่าง อยากตาย,ไม่เกี่ยวข้อง
กุที่เพิ่งไปทำจมูกมา ละหมอให้กินได้แค่หมู ไปสั่งข้าวตามร้านได้หมูมาไม่กี่ชิ้น ต้องลุ้นว่าจะได้ตัดไหมก่อนหรืออดตายก่อน หมูแพง,ไม่เกี่ยวข้อง
กระทรวงพาณิชย์ หมูตายเป็น 10 ล้านตัว ถ้าไม่โดนด่า ก็ไม่ขยับ ,เกี่ยวข้อง
ชำแหละต้นตอ ‘หมูแพง’ ตาย 10 ล้านตัว-ฟาร์มเล็กเจ็บหนัก 'พาณิชย์' สั่งห้ามส่งออกแล้ว  isranews สำนักข่าวอิศรา หมูแพง,เกี่ยวข้อง
 ด้วยควาเคารพ นโยบายนี้เหมือนเอาเงินทิ้ง เพราะโรคอหิวาต์มันยังอยู่ เกษตรกรก็ไม่กล้าเลี้ยง เลี้ยงไปหมูก็ตายยกเล้า หาวิธีการอื่นดีกว่ามั้ยคะ,เกี่ยวข้อง
กว่าถั่วจะสุก?ชำแหละต้นตอ ‘หมูแพง’ ตาย 10 ล้านตัว-ฟาร์มเล็กเจ็บหนัก 'พาณิชย์' สั่งห้ามส่งออกแล้ว ,เกี่ยวข้อง
อีดอก โรคระบาดจนหมูตายยกเล้ารัฐไม่ช่วยหาไรเลยหรอ,เกี่ยวข้อง
ช่วงนี้หมูแพงคือ เลี้ยงยากมาก เพราะโรคระบาดอะ ต้องสั่งยานู่นนี่เพิ่ม บางเล้าคือตายยกเล้า ขาดทุนเป็นล้านๆ ,เกี่ยวข้อง
 โรค AFH เข้าหมูตายหมด กว่าจะเยี่ยวยา บ้างพื้นที่ไม่เยี่ยวยา ไม่มีมาตรการป้องกัน ยารักษาไม่มี อันนี้พอเข้าใจ แต่บ้างที่ปิดบังเรื่องโรค นี้รับม่ได้จริงๆค่ะ,เกี่ยวข้อง
กูมาถึงจุดที่ซื้อยำแล้วร้านไม่มีหมูสับใส่ยำให้กูอะ คิดดูเถอะ อิตู่อิหน้าสัส พ่อมึงตาย พ่อมึงอะอิเหี้ย หมูแพง,เกี่ยวข้อง
30 หมูทะ31 หมูทะ1 เมี่ยงหมู2 เมี่ยงหมู3 4 งด5 เมี่ยงหมูอห มีแต่หมู กุอยากจะบ้าตาย มันอร่อย แต่กินถี่ขนาดนี้ก็ไม่ไหว,ไม่เกี่ยวข้อง
ฮือฮาก่อนหวยออก แม่หมูรอดตายจากงานบวช ตกลูกออกมาเป็นหมู 8 ขา ,ไม่เกี่ยวข้อง
ราคาหมูจะราลดลงเดือนก.ค. คนกินตาย คนขายก็ตาย,เกี่ยวข้อง
หมูติดเชื้อจนตายไปเยอะไม่ใช่ข่าวลือสินะ,เกี่ยวข้อง
สั่งเพิ่มแคปหมู เมื่อก่อน +10 ตอนนี้ +20 ให้ตายเถอะ เราจะอยู่กันยังไง,ไม่เกี่ยวข้อง
มึง มันเหี้ยมากอะ วันนี้แม่บอกไปซื้อหมู หมูโลละ240 อิเหี้ย บ้าไปแล้ว ค่าแรงขั้นต่ำ300 ซื้อหมูได้โลเดียว พ่อมึงตายเหอะ รัฐบาลหัวควยนี่ทำไรอยู่วะ นครปฐมเมืองขายหมูยังโลละ240อะ,เกี่ยวข้อง
จนถึงวันนี้ หมูขึ้นราคามาโลละ 70 บาทแล้วจร้า สุดยอด วู้ววววววววว ไม่เปนโควิดตายแร้วโว้ย อดตายก่อนโว้ย,เกี่ยวข้อง
โบ้จินตอนไล่ลูกฉันคือเป็นหมูเป็นหมามาก แต่ตอนเขาตกอยู่ในอันตรายอะ วิ่งเหมือนคนจะตาย สุดท้ายแล้วนะพี่จิน จะรักไม่รักพี่น้องแมทก็ต้องเจอสถานการณ์แบบนี้อยู่ดี รับรักเด็กมันเหอะ แต่เหมือนเด็กมันจะไม่ง้อแล้วด้วยนะ แงงงงง ขม แต่แดกต่อ อร่อย UnderTheGreenLight ,ไม่เกี่ยวข้อง
พวกมึงจับคนเห็นต่างเข้าคุกไล่ล่าจะฆ่าให้ตายฉีดน้ำไล่เป็นหมูเป็นหมา ชาติหน้าชาติไหนก็ไม่ขออยู่ร่วมแผ่นดินกับมึงค่ะอีปึก,เกี่ยวข้อง
 ฟาร์มหมูแถวบ้านหมูตายหมดแล้ว ไม่มีส่งออกไปโรงเชือด นี่คิดว่าติดโรคป่วยตายอ่ะ ไม่มีข่าวการตรวจสอบต้นวายปลายเหตุเลย ราคาก็ขึ้นเอาๆอย่างเดียว,เกี่ยวข้อง
 แล้ว คนไหนละ ที่บอกว่า หมูเป็นโรค ตายเยอะ ขาดวัคซีน เกษตรกรเลิกเลี้ยง ทำให้ราคาหมูแพง,เกี่ยวข้อง
  นุชไม่เคยเบื่อหมูกะทะกะชาบูเลย ให้ตายสิ พูดแล้วก้ออยากค่ะ,ไม่เกี่ยวข้อง
 เป็นหมูที่มี ทุกบ้าน จะรวยหรือจน หรือใกล้ตายเป็นหมูที่มี ทุกบ้าน ด้วยความรัก ต้องสองตัว ตลอดไป ,ไม่เกี่ยวข้อง
ฟังข่าวสำนักข่าวไทย กรมปศุสัตว์แถลงมาตรการช่วยราคาหมู ข้อแรกบอกว่าจะห้ามส่งออกหมูเป็น เพื่อเพิ่มปริมาณเนื้อ ราคาจะได้ลงแต่ข้อ 2 บอกว่า จะสนับสนุนการปลูกข้าวโพดเลี้ยงสัตว์ = แอบงงนิดหน่อยว่าถ้าหมูตาย อาหารมันก็ต้องเหลือมั้ย ราคามันก็ยิ่งถูกปะ แล้วบ.ไหนเอ่ยทำอาหารสัตว์,เกี่ยวข้อง
คือวันนี้นัดนายน์จะไปกินหมูกะทะที่ร้านไทย แต่ร้านปิด!!! ก็เลยไปกินบุฟเฟ่ต์เนื้อย่างแทน คุ้มมาก 2398 เยน กินจนจะจุกตาย 5555555 ,ไม่เกี่ยวข้อง
เฮ้อจะสิ้นแล้วอะ จะขาดใจแล้ว ถ้าไม่ได้กินชาบูปิ้งย่างหมูทะภายในสองสามวันคือตายๆแน่ๆ ลงแดงแน่ แงง่ง่ง่งฝ่,ไม่เกี่ยวข้อง
ก็ไม่เชิงว่าไปไล่ฆ่าหรอก เพราะว่าหมูที่ติดโรคอัตราการตายมันสูงอยู่แล้ว ทุกช่วงอายุด้วย แต่ปศ.มาตรการเยียวยาไม่ทั่วถึง แถมโรคก็ระบาดหนักกว่าเดิมเพราะมัวแต่ไปบิดชื่อโรคไง ก็บอกว่า ASF จะจัดการให้จบๆไปก็เสร็จละ ไงล่ะกลัวขายหมูส่งออกไม่ได้ ตายห่ากันหมด ,เกี่ยวข้อง
 ตอนนี้เลี้ยงเองก็ตายค่ะ โรคระบาดหนักถ้าติดเชื้อในคอกก็คือตายหมดยกคอกค่ะ แถวบ้านคนที่เลี้ยงหมูขาย ไม่มีหมูเลยสักตัวตอนนี้,ไม่เกี่ยวข้อง
อยากบอกเพื่อนๆว่าถ้าวันไหนเราตายขอเปิดเพลงเกาหรีคร่ะ อาหารไม่เอาแกงส้มหมูหวานขอเป็นต๊อกหม้อไฟรามยอนคิมบับ ใส่บงกับบั้มในโลงด้วยเผื่อได้ไปโบกในนรก,ไม่เกี่ยวข้อง
หมูขึ้นราคาแล้ว ปลาทูอย่าขึ้น ทาสจะตายเอา เห้อ ,เกี่ยวข้อง
 ช่ายๆ หมูตายก็เพิสทั้งน้าน ,ไม่เกี่ยวข้อง
ราคาอกไก่ขึ้นไป 76 บาทตั้งแต่เมื่อไหร่เมื่อก่อนยังไม่ถึง 60 เลย ดีดไปสุดก็แค่ 65 ปีไหนวะที่ยัง 50 กว่าบาทก่อนโควิดมั้ง หมูตอนนี้ดีด 200 กว่า คนขายอาหารจะตายเอา หมูทอดขึ้นไปขีดละ 55 บาท ไม่ต้องกินอะไรแล้วแหละ จะซื้อมาทำเองก็ขี้เกียจ5555,เกี่ยวข้อง
 เหลือแค่ไม่กี่เจ้า กลายเป็นตลาดที่มีผู้แข่งขันน้อยราย วันหน้าไม่กินหมูโลละพันเลยเหรอ หลายๆ เซคเตอร์เริ่มเป็นตลาดแบบนี้ ผู้กำหนดราคาคือรายใหญ่ ผู้บริโภคไม่รอดแน่ๆ ราคาสินค้าสวนทางกับค่าจ้าง ตาย,เกี่ยวข้อง
กะคือชั้นจะตายเพราะหมู,ไม่เกี่ยวข้อง
 น่าแปลกใจ หมูตายเป็นแสนตัว demand อาหารสัตว์น่าจะลด ราคาน่าจะลง แต่ราคาอาหารหมูแพงขึ้น ใครเป็นเจ้าตลาดหนอ,เกี่ยวข้อง
หมูติดโรคตาย เลยไม่มีหมูขาย อืม หมูดีใจค่ะ หมูตายด้วยโรคดีกว่าตายแบบทรมานค่ะ ,เกี่ยวข้อง
" ครับถ้ารัฐบาลมันบริหารบ้านเมืองห่วยแตกอยู่แบบนี้ ต่อไปก็คงจะเหลือแต่คนเลี้ยงหมูเจ้าใหญ่ๆ อย่าง "" ซีพี "" หรือ "" เบทาโกร "" เกษตรการรายเล็กรายน้อยตายเกลี้ยงเพราะสายป่านไม่ยาว และใครล่ะจะเป็นคนกำหนดราคาขาย/ราคาตลาด กระทรวงพาณิชย์เหรอ ผมว่าไม่ใช่",เกี่ยวข้อง
เรื่องหมูนี่แบบพักใหญ่ละ ตายกันยกฟาร์ม ยกคอก เจ๊งกันหมดอ่ะบอกเลย ตายก็ขนเอาไปทิ้ง ยังพอไหวติดไม่เยอะ ก็ขายให้คนกิน,ไม่เกี่ยวข้อง
ไม่กดดันราคา รอให้รายย่อยตายก่อน ค่อยลงให้ผู้ค้ารายใหญ่  ไม่ก็นำเข้าเนื้อหมูจากจีน หรือ ตปท ซึ่งก็มีไม่กั่เจ้าที่ส่งออกเนื้อหมูคุณภาพ ,เกี่ยวข้อง
รัฐบาลมันไม่มีมาตราการอะไรมารองรับเรื่องหมูราคาแพงบ้างหรอ ตัวเล็กตัวน้อยตายกันหมดอะยกเว้นนายทุน,เกี่ยวข้อง
หมูแพง หมูปิ้งที่กินประจำต้องขยับราคาแล้วเพราะไม่สามารถขายราคารนี้ได้จริงๆ คุณป้าคนขายบอกว่า จริงๆไม่อยากขึ้นเลยเพราะส่วนใหญ่เด็กๆกินกันเยอะ แต่มันต้องขยับเพราะหมูแพงมาก คือร้านแกอยู่ใกล้รร.ประถม//ยุคที่ประชาชนจะตายกันหมดของจริง กระทบทุกความเป็นอยู่ปัญหากระทบเป็นกันทอดๆ ,เกี่ยวข้อง
อหหหห ปกติค่าหมูสองวันห้าหมื่นกว่า ตอนนี้จะแสนแล้ว อหหห ตายแบบนี้ตายกันพอดี,ไม่เกี่ยวข้อง
  ไม่ไปปรึกษา cp ทำยังไง หมูไม่ตายซักตัว มีขายตลอดปี,ไม่เกี่ยวข้อง
คนไปร้านเหล้าโดนด่าอีกแร้ววว ไปร้านอาหาร คาเฟ่ หมูทะ ชาบู ไม่โดนเบ๋ออ แต่จริงๆก็ไม่ควรมีใครโดนด่าเพราะไปหาความสุขนะ คนที่สมควรโดนด่าคือพวกบริหารประเทศไม่ใช่หรอ ทุกคนก็เซฟตัวเองจนไม่รู้จะเซฟยังไงละ สามปีอยู่แต่บ้านจะเป็นบ้าตาย ขอเที่ยวหน่อยเหอะคับพี่ ฮือๆๆ,เกี่ยวข้อง
 รบ. ชุดนี้เขาต้องให้ตายกันแยอะๆคนด่ามากๆถึงจะซื้อวัคซีน ปีก่อนโน้น วัคซีนหมาบ้า ถัดมาวัคซีนม้า ถัดมาอีกวัคซีนควาย วัคซีนคน ปีนี้วัคซีนหมู ถัดไปจะเป็นอะไรอีก,เกี่ยวข้อง
ที่เหี้ยกว่าคือบางฟาร์มรู้ทั้งรู้ว่าหมูตัวเองเป็นโรคเสือกเอาลูกหมูมาปล่อยขายให้ชาวบ้านเลี้ยงต่อในราคาถูก ชาวบ้านก็แห่ไปซื้อไง พอเอาเข้าเล้าตัวเองก็คือหมูตายยกเล้าจ้า พอหมูตายแม่งก็เสือกเอามาทำกองขายให้คนในชุมชนกิน ถ้าเศษอาหารนั้นตกถึงท้องหมูเลี้ยงอีกก็วนลูปไป อิโรคไม่เคยหายสักที,เกี่ยวข้อง
เมื่อก่อนสักต้นเดือนนี้เองหมูหน้าเล้าชาวบ้านอยู่ที่ 60-70 บวกลบไม่เกินนี้มากแต่ตอนนี้ผ่านมาไม่ถึงเดือนพุ่งไป 90-100 แล้วจ้า ไม่แปลกอ่ะที่หมูจะขึ้นราคาแต่คือมันแทบจะไม่มีหมูให้จับแล้วอ่ะ ตายยกเล้ากันเยอะเล้าไหนรอดก็รวยไป ปชช.ก็รับภาระหมูแพงไป จะให้แก้ตรงไหนอ่ะอันนี้ถามโง่ๆ,เกี่ยวข้อง
 โสด ไม่มีคนคุย ไม่มีแฟน ไม่เป็นสลิ่ม เป็นเด็กมหาลัยตัวน้อยๆ เวลาว่างไม่ค่อยมี เพราะวันๆอ่านแต่ นส เรียนหนัก ขี้อ้อน มีเหตุผลแต่ปากไว สุดท้ายนี้ กินเก่งมาก ยิ่งหมูทะคือสู้ตาย ขอบคุณค่ะ ,ไม่เกี่ยวข้อง
เคยนั่งคุยเล่นๆกับพ่อแม่ว่า ถ้าหนูตายก่อน งานศพไม่ต้องเอาพระมาสวดหรอก เอาวงไฮโล ป็อกเด้ง ดัมมี่ หมูกระทะมาเลย เสื้อผ้าก็ไม่ต้องขาวดำ เอาลายดอกนี่แหล่ะ ส่วนอีพ่ออีแม่ ขอบัวผัน ทังโสมาจ๊วดตอนวันเผาพอ ,ไม่เกี่ยวข้อง
อยากตายบนเตาหมูทะ,ไม่เกี่ยวข้อง
หมูที่บ้านเป็นโรคระบาดตายตั้งแต่ปีที่แล้ว ว่าละว่าหมูต้องแพง ถ้าซื้อหมูตุนไว้ป่านนี้คงรวย 55555 ,เกี่ยวข้อง
 รบ นี้เขามีสัมพันธภาพที่ดีกับนายทุนใหญ่ขายไก่ขายหมู เพราะช่วยเหลือกันละกันมานานส่วนชาวบ้านจะตายช่างหัวมัน..เด่วท่านผู้นำก็จะบอกว่าถ้าหมูแพงก็ให้กินอย่างอื่นแทน เช่น ไก่ เนื้อ อาหารทะเล หรือไม่ก็กินหมาไปเลย,เกี่ยวข้อง
อยากนัดคนทั้งหน้าทามไลน์ไปกินหมูกะทะเลยให้ตาย พลังบวกโคตรๆ ทามไลน์คุณภาพ ,ไม่เกี่ยวข้อง
มันเจ่บฟันโอ้ยๆๆๆๆๆ รักมากที่แท่ทำข้าวต้ม ไม่งั้นกุได้เคี้ยวหมูปวดแข้วตาย,ไม่เกี่ยวข้อง
ฟังข่าวราคาหมูขึ้นแล้วช้ำใจ  ที่มันขึ้นเพราะรายย่อยเค้าไม่กล้าเลี้ยงหมูกันหมดแล้ว ฟาร์มหมูตจว.ตายกันหมดแล้ว เจอโรคอหิวาต์แอฟริกาในหมูระบาดหนักมาก ตายยกฟาร์ม หมูก็ขาดตลาด เหลือแต่พวกฟาร์มเจ้าดังๆ แม่งปิดข่าวกันจังมันเริ่มระบาดมา 2-3 ปีแล้ว รายย่อยคือขาดทุนย่อยยับ,เกี่ยวข้อง
ไอเจี้ย อยากฟังแท้ททูกับเด้ปเล่นสดสัดๆ ถ้ากุตายทุบปุกหมูจ้างมาให้กุดูได้ไม,ไม่เกี่ยวข้อง
สั่งข้าวแกงกิมจิมาร้านแจ้งว่าใส่หมู แต่ตอนได้มามีแต่ผัก 189 อะ ให้ตายเหอะ,ไม่เกี่ยวข้อง
 สลิ่มยิ้มปลื้มปริ่ม ที่ราคาหมูแพง รักและเคารพอย่างมาก ยอมตายแทน ประยวยได้.......อัวก ไอ้พวกขี้เรื้อน,ไม่เกี่ยวข้อง
น้ำมันแพง อาหารแพง หมูแพง ขนาดหมูปิ้งยังแพงขึ้น ครั้งนี้เผาจริงไม่เผาหลอก เกียวตัวตายกันได้เลย เงินเฟ้อพุ่งๆ คนจะตกงานอีกเป็นเบือ โควิด19วันนี้ อนุทิน โอมิครอน โหนกระแส ,เกี่ยวข้อง
หมูติดโรคตายยังไม่ทำห่าอะไร สอบใบประกอบจบมาได้ไง,เกี่ยวข้อง
หมูปิ้งนมสดอร่อยจะตาย!,ไม่เกี่ยวข้อง
 หมูแพงหลักๆคือมาจากการตายเพราะโรคค่ะ หมูในระบบเหลือน้อยมากๆ ผู้ประกอบการสุกรเจอปัญหาและสู้กันเองมา3ปีแล้วค่ะ แต่ปีนี้เอาไม่อยู่แล้ว ประเทศไทยแตกแล้วค่ะ เพราะก่อนหน้านี้ประเทศอื่นเค้าไปก่อนหมดแล้วค่ะ,เกี่ยวข้อง
พูดมาได้ไงวะให้งดกินหมู จิตใจมึงหยาบช้าต่อคนที่เกิดมาเพื่อกินหมูแล้วตายจากไปมาก!,ไม่เกี่ยวข้อง
หมูฟามเพื่อนตายยกฟาม,ไม่เกี่ยวข้อง
เห็นข่าวโรคASFระบาดในหมูละ แต่กรมปศุสัตว์บอกเป็นPRRS คือโกหกเพราะไม่อยากจ่ายเงินชดเชยหรอ หน่วยงานของไทยนี่เป็นอะไรกันไปหมดนะ ดีละที่กุออกจากวงการสัตวบาล ไม่งั้นกุปวดหัวตาย หมูตายยกเล้าขนาดนั้นนน สงสารหมู เจ้าของฟาร์ม และผู้บริโภค,เกี่ยวข้อง
